Red Corner,Blue Corner,Weight Class,Title Fight,Result,Round,Time,Method,Red Corner Bonus Award,Blue Corner Bonus Award,Red Corner Country,Blue Corner Country,Red Corner Odds,Blue Corner Odds
DERON WINN,DARREN STEWART,MIDDLEWEIGHT,NO TITLE,WINNER: DARREN STEWART,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,UNITED KINGDOM,-,-
CHARLES ROSA,MANNY BERMUDEZ,FEATHERWEIGHT,NO TITLE,WINNER: CHARLES ROSA,1,2:46,SUBMISSION,PERFORMANCE OF THE NIGHT,-,UNITED STATES,UNITED STATES,-,-
MOLLY MCCANN,DIANA BELBITA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: MOLLY MCCANN,3,5:00,DECISION - UNANIMOUS,-,-,UNITED KINGDOM,ROMANIA,-,-
KYLE BOCHNIAK,SEAN WOODSON,FEATHERWEIGHT,NO TITLE,WINNER: SEAN WOODSON,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-,-
RANDY COSTA,BOSTON SALMON,BANTAMWEIGHT,NO TITLE,WINNER: RANDY COSTA,1,2:15,KO/TKO,-,-,UNITED STATES,UNITED STATES,-,-
COURT MCGEE,SEAN BRADY,WELTERWEIGHT,NO TITLE,WINNER: SEAN BRADY,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-,-
BRENDAN ALLEN,KEVIN HOLLAND,MIDDLEWEIGHT,NO TITLE,WINNER: BRENDAN ALLEN,2,3:38,SUBMISSION,-,-,UNITED STATES,UNITED STATES,-,-
DANIEL SPITZ,TANNER BOSER,HEAVYWEIGHT,NO TITLE,WINNER: TANNER BOSER,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,CANADA,-,-
DEMIAN MAIA,BEN ASKREN,WELTERWEIGHT,NO TITLE,WINNER: DEMIAN MAIA,3,3:54,SUBMISSION,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,BRAZIL,-,-,-
MICHAEL JOHNSON,STEVIE RAY,LIGHTWEIGHT,NO TITLE,WINNER: STEVIE RAY,3,5:00,DECISION - MAJORITY,-,-,UNITED STATES,UNITED KINGDOM,-,-
FRANK CAMACHO,BENEIL DARIUSH,LIGHTWEIGHT,NO TITLE,WINNER: BENEIL DARIUSH,1,2:02,SUBMISSION,-,PERFORMANCE OF THE NIGHT,GUAM,UNITED STATES,-,-
CIRYL GANE,DONTALE MAYES,HEAVYWEIGHT,NO TITLE,WINNER: CIRYL GANE,3,4:46,SUBMISSION,PERFORMANCE OF THE NIGHT,-,FRANCE,UNITED STATES,-,-
MUSLIM SALIKHOV,LAUREANO STAROPOLI,WELTERWEIGHT,NO TITLE,WINNER: MUSLIM SALIKHOV,3,5:00,DECISION - UNANIMOUS,-,-,RUSSIA,ARGENTINA,-,-
RANDA MARKOS,ASHLEY YODER,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: RANDA MARKOS,3,5:00,DECISION - SPLIT,-,-,CANADA,UNITED STATES,-,-
ALEX WHITE,RAFAEL FIZIEV,LIGHTWEIGHT,NO TITLE,WINNER: RAFAEL FIZIEV,3,5:00,DECISION - UNANIMOUS,-,-,-,AZERBAIJAN,-,-
ENRIQUE BARZOLA,MOVSAR EVLOEV,FEATHERWEIGHT,NO TITLE,WINNER: MOVSAR EVLOEV,3,5:00,DECISION - UNANIMOUS,-,-,PERU,RUSSIA,-,-
MAURICE GREENE,SERGEI PAVLOVICH,HEAVYWEIGHT,NO TITLE,WINNER: SERGEI PAVLOVICH,1,2:11,KO/TKO,-,-,UNITED STATES,RUSSIA,-,-
LOMA LOOKBOONMEE,ALEXANDRA ALBU,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: LOMA LOOKBOONMEE,3,5:00,DECISION - SPLIT,-,-,THAILAND,-,-,-
RAPHAEL PESSOA NUNES,JEFF HUGHES,HEAVYWEIGHT,NO TITLE,WINNER: RAPHAEL PESSOA NUNES,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JORGE MASVIDAL,NATE DIAZ,WELTERWEIGHT,NO TITLE,WINNER: JORGE MASVIDAL,3,5:00,TKO - DOCTOR'S STOPPAGE,-,-,UNITED STATES,UNITED STATES,-,-
KELVIN GASTELUM,DARREN TILL,MIDDLEWEIGHT,NO TITLE,WINNER: DARREN TILL,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,ENGLAND,-,-
STEPHEN THOMPSON,VICENTE LUQUE,WELTERWEIGHT,NO TITLE,WINNER: STEPHEN THOMPSON,3,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,UNITED STATES,BRAZIL,-,-
DERRICK LEWIS,BLAGOY IVANOV,HEAVYWEIGHT,NO TITLE,WINNER: DERRICK LEWIS,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,BULGARIA,-,-
KEVIN LEE,GREGOR GILLESPIE,LIGHTWEIGHT,NO TITLE,WINNER: KEVIN LEE,1,2:47,KO/TKO,PERFORMANCE OF THE NIGHT,-,UNITED STATES,UNITED STATES,-,-
COREY ANDERSON,JOHNNY WALKER,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: COREY ANDERSON,1,2:07,KO/TKO,PERFORMANCE OF THE NIGHT,-,UNITED STATES,BRAZIL,-,-
SHANE BURGOS,MAKWAN AMIRKHANI,FEATHERWEIGHT,NO TITLE,WINNER: SHANE BURGOS,3,4:32,KO/TKO,-,-,UNITED STATES,FINLAND,-,-
BRAD TAVARES,EDMEN SHAHBAZYAN,MIDDLEWEIGHT,NO TITLE,WINNER: EDMEN SHAHBAZYAN,1,2:27,KO/TKO,-,-,UNITED STATES,UNITED STATES,-,-
ANDREI ARLOVSKI,JAIRZINHO ROZENSTRUIK,HEAVYWEIGHT,NO TITLE,WINNER: JAIRZINHO ROZENSTRUIK,1,0:29,KO/TKO,-,-,UNITED STATES,SURINAME,-,-
KATLYN CHOOKAGIAN,JENNIFER MAIA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: KATLYN CHOOKAGIAN,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,BRAZIL,-,-
LYMAN GOOD,CHANCE RENCOUNTRE,WELTERWEIGHT,NO TITLE,WINNER: LYMAN GOOD,3,2:03,KO/TKO,-,-,UNITED STATES,UNITED STATES,-,-
JULIO ARCE,HAKEEM DAWODU,FEATHERWEIGHT,NO TITLE,WINNER: HAKEEM DAWODU,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,CANADA,-,-
ZABIT MAGOMEDSHARIPOV,CALVIN KATTAR,FEATHERWEIGHT,NO TITLE,WINNER: ZABIT MAGOMEDSHARIPOV,3,5:00,DECISION - UNANIMOUS,-,-,RUSSIA,UNITED STATES,-,-
ALEXANDER VOLKOV,GREG HARDY,HEAVYWEIGHT,NO TITLE,WINNER: ALEXANDER VOLKOV,3,5:00,DECISION - UNANIMOUS,-,-,RUSSIA,UNITED STATES,-,-
ZELIM IMADAEV,DANNY ROBERTS,WELTERWEIGHT,NO TITLE,WINNER: DANNY ROBERTS,2,4:54,KO/TKO,-,-,-,UNITED KINGDOM,-,-
KHADIS IBRAGIMOV,ED HERMAN,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: ED HERMAN,3,5:00,DECISION - UNANIMOUS,-,-,-,UNITED STATES,-,-
RAMAZAN EMEEV,ANTHONY ROCCO MARTIN,WELTERWEIGHT,NO TITLE,WINNER: ANTHONY ROCCO MARTIN,3,5:00,DECISION - UNANIMOUS,-,-,RUSSIA,UNITED STATES,-,-
SHAMIL GAMZATOV,KLIDSON ABREU,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: SHAMIL GAMZATOV,3,5:00,DECISION - SPLIT,-,-,-,-,-,-
MAGOMED ANKALAEV,DALCHA LUNGIAMBULA,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: MAGOMED ANKALAEV,3,0:29,KO/TKO,PERFORMANCE OF THE NIGHT,-,RUSSIA,-,-,-
RUSTAM KHABILOV,SERGEY KHANDOZHKO,WELTERWEIGHT,NO TITLE,WINNER: RUSTAM KHABILOV,3,5:00,DECISION - UNANIMOUS,-,-,-,RUSSIA,-,-
ROMAN KOPYLOV,KARL ROBERSON,MIDDLEWEIGHT,NO TITLE,WINNER: KARL ROBERSON,3,4:01,SUBMISSION,-,-,RUSSIA,UNITED STATES,-,-
ABUBAKAR NURMAGOMEDOV,DAVID ZAWADA,WELTERWEIGHT,NO TITLE,WINNER: DAVID ZAWADA,1,2:50,SUBMISSION,-,PERFORMANCE OF THE NIGHT,RUSSIA,-,-,-
ALEXANDER YAKOVLEV,ROOSEVELT ROBERTS,LIGHTWEIGHT,NO TITLE,WINNER: ROOSEVELT ROBERTS,3,5:00,DECISION - UNANIMOUS,-,-,-,UNITED STATES,-,-
JESSICA-ROSE CLARK,PANNIE KIANZAD,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: PANNIE KIANZAD,3,5:00,DECISION - UNANIMOUS,-,-,AUSTRALIA,SWEDEN,-,-
GRIGORY POPOV,DAVEY GRANT,BANTAMWEIGHT,NO TITLE,WINNER: DAVEY GRANT,3,5:00,DECISION - SPLIT,-,-,-,UNITED KINGDOM,-,-
JAN BŁACHOWICZ,RONALDO SOUZA,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: JAN BŁACHOWICZ,5,5:00,DECISION - SPLIT,-,-,POLAND,BRAZIL,-,-
MAURICIO RUA,PAUL CRAIG,LIGHT HEAVYWEIGHT,NO TITLE,NO CONTEST,3,5:00,DECISION - SPLIT,-,-,BRAZIL,SCOTLAND,-,-
CHARLES OLIVEIRA,JARED GORDON,LIGHTWEIGHT,NO TITLE,WINNER: CHARLES OLIVEIRA,1,1:26,KO/TKO,PERFORMANCE OF THE NIGHT,-,BRAZIL,UNITED STATES,-,-
ANTONIO ARROYO,ANDRE MUNIZ,MIDDLEWEIGHT,NO TITLE,WINNER: ANDRE MUNIZ,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,BRAZIL,-,-
MARKUS PEREZ,WELLINGTON TURMAN,MIDDLEWEIGHT,NO TITLE,WINNER: WELLINGTON TURMAN,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,BRAZIL,-,-
SERGIO MORAES,JAMES KRAUSE,WELTERWEIGHT,NO TITLE,WINNER: JAMES KRAUSE,3,4:19,KO/TKO,-,PERFORMANCE OF THE NIGHT,BRAZIL,-,-,-
RICARDO RAMOS,LUIZ GARAGORRI,FEATHERWEIGHT,NO TITLE,WINNER: RICARDO RAMOS,1,3:57,SUBMISSION,PERFORMANCE OF THE NIGHT,-,BRAZIL,-,-,-
FRANCISCO TRINALDO,BOBBY GREEN,LIGHTWEIGHT,NO TITLE,WINNER: FRANCISCO TRINALDO,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,UNITED STATES,-,-
WARLLEY ALVES,RANDY BROWN,WELTERWEIGHT,NO TITLE,WINNER: RANDY BROWN,2,1:22,SUBMISSION,-,PERFORMANCE OF THE NIGHT,BRAZIL,JAMAICA,-,-
DOUGLAS SILVA DE ANDRADE,RENAN BARAO,FEATHERWEIGHT,NO TITLE,WINNER: DOUGLAS SILVA DE ANDRADE,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,BRAZIL,-,-
ARIANE LIPSKI,ISABELA DE PADUA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: ARIANE LIPSKI,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,-,-,-
VANESSA MELO,TRACY CORTEZ,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: TRACY CORTEZ,3,5:00,DECISION - UNANIMOUS,-,-,-,UNITED STATES,-,-
ALISTAIR OVEREEM,JAIRZINHO ROZENSTRUIK,HEAVYWEIGHT,NO TITLE,WINNER: JAIRZINHO ROZENSTRUIK,5,4:56,KO/TKO,-,-,NETHERLANDS,SURINAME,-,-
MARINA RODRIGUEZ,CYNTHIA CALVILLO,WOMEN'S STRAWWEIGHT,NO TITLE,NO CONTEST,3,5:00,DECISION - MAJORITY,-,-,BRAZIL,UNITED STATES,-,-
STEFAN STRUVE,BEN ROTHWELL,HEAVYWEIGHT,NO TITLE,WINNER: BEN ROTHWELL,2,4:57,KO/TKO,-,-,-,-,-,-
ASPEN LADD,YANA SANTOS,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: ASPEN LADD,3,0:33,KO/TKO,-,-,UNITED STATES,RUSSIA,-,-
CODY STAMANN,SONG YADONG,BANTAMWEIGHT,NO TITLE,NO CONTEST,3,5:00,DECISION - MAJORITY,-,-,UNITED STATES,CHINA,-,-
ROB FONT,RICKY SIMON,BANTAMWEIGHT,NO TITLE,WINNER: ROB FONT,3,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,PUERTO RICO,UNITED STATES,-,-
THIAGO ALVES,TIM MEANS,WELTERWEIGHT,NO TITLE,WINNER: TIM MEANS,1,2:38,SUBMISSION,-,-,BRAZIL,UNITED STATES,-,-
BILLY QUARANTILLO,JACOB KILBURN,FEATHERWEIGHT,NO TITLE,WINNER: BILLY QUARANTILLO,2,3:18,SUBMISSION,-,-,UNITED STATES,-,-,-
BRYCE MITCHELL,MATT SAYLES,FEATHERWEIGHT,NO TITLE,WINNER: BRYCE MITCHELL,1,4:20,SUBMISSION,PERFORMANCE OF THE NIGHT,-,UNITED STATES,UNITED STATES,-,-
JOE SOLECKI,MATT WIMAN,LIGHTWEIGHT,NO TITLE,WINNER: JOE SOLECKI,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-,-
VIRNA JANDIROBA,MALLORY MARTIN,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: VIRNA JANDIROBA,2,1:16,SUBMISSION,-,-,BRAZIL,UNITED STATES,-,-
MAKHMUD MURADOV,TREVOR SMITH,MIDDLEWEIGHT,NO TITLE,WINNER: MAKHMUD MURADOV,3,4:09,KO/TKO,PERFORMANCE OF THE NIGHT,-,UZBEKISTAN,UNITED STATES,-,-
KAMARU USMAN,COLBY COVINGTON,WELTERWEIGHT,TITLE,WINNER: KAMARU USMAN,5,4:10,KO/TKO,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,NIGERIA,UNITED STATES,-,-
MAX HOLLOWAY,ALEXANDER VOLKANOVSKI,FEATHERWEIGHT,TITLE,WINNER: ALEXANDER VOLKANOVSKI,5,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,AUSTRALIA,-,-
AMANDA NUNES,GERMAINE DE RANDAMIE,WOMEN'S BANTAMWEIGHT,TITLE,WINNER: AMANDA NUNES,5,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,-,-,-
MARLON MORAES,JOSÉ ALDO,BANTAMWEIGHT,NO TITLE,WINNER: MARLON MORAES,3,5:00,DECISION - SPLIT,-,-,BRAZIL,BRAZIL,-,-
PETR YAN,URIJAH FABER,BANTAMWEIGHT,NO TITLE,WINNER: PETR YAN,3,0:43,KO/TKO,PERFORMANCE OF THE NIGHT,-,RUSSIA,-,-,-
GEOFF NEAL,MIKE PERRY,WELTERWEIGHT,NO TITLE,WINNER: GEOFF NEAL,1,1:30,KO/TKO,-,-,UNITED STATES,UNITED STATES,-,-
KETLEN VIEIRA,IRENE ALDANA,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: IRENE ALDANA,1,4:51,KO/TKO,-,PERFORMANCE OF THE NIGHT,BRAZIL,MEXICO,-,-
IAN HEINISCH,OMARI AKHMEDOV,MIDDLEWEIGHT,NO TITLE,WINNER: OMARI AKHMEDOV,3,5:00,DECISION - UNANIMOUS,-,-,-,RUSSIA,-,-
MATT BROWN,BEN SAUNDERS,WELTERWEIGHT,NO TITLE,WINNER: MATT BROWN,2,4:55,KO/TKO,-,-,UNITED STATES,UNITED STATES,-,-
CHASE HOOPER,DANIEL TEYMUR,FEATHERWEIGHT,NO TITLE,WINNER: CHASE HOOPER,1,4:34,KO/TKO,-,-,UNITED STATES,SWEDEN,-,-
BRANDON MORENO,KAI KARA-FRANCE,FLYWEIGHT,NO TITLE,WINNER: BRANDON MORENO,3,5:00,DECISION - UNANIMOUS,-,-,MEXICO,NEW ZEALAND,-,-
JESSICA EYE,VIVIANE ARAÚJO,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: JESSICA EYE,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,BRAZIL,-,-
PUNAHELE SORIANO,OSKAR PIECHOTA,MIDDLEWEIGHT,NO TITLE,WINNER: PUNAHELE SORIANO,1,3:17,KO/TKO,-,-,UNITED STATES,POLAND,-,-
FRANKIE EDGAR,CHAN SUNG JUNG,FEATHERWEIGHT,NO TITLE,WINNER: CHAN SUNG JUNG,1,3:18,KO/TKO,-,-,UNITED STATES,SOUTH KOREA,-,-
VOLKAN OEZDEMIR,ALEKSANDAR RAKIĆ,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: VOLKAN OEZDEMIR,3,5:00,DECISION - SPLIT,-,-,SWITZERLAND,SERBIA,-,-
DOOHO CHOI,CHARLES JOURDAIN,FEATHERWEIGHT,NO TITLE,WINNER: CHARLES JOURDAIN,2,4:32,KO/TKO,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,SOUTH KOREA,CANADA,-,-
DA WOON JUNG,MIKE RODRIGUEZ,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: DA WOON JUNG,1,1:04,KO/TKO,-,-,SOUTH KOREA,-,-,-
JUNYONG PARK,MARC-ANDRE BARRIAULT,MIDDLEWEIGHT,NO TITLE,WINNER: JUNYONG PARK,3,5:00,DECISION - UNANIMOUS,-,-,SOUTH KOREA,CANADA,-,-
KYUNG HO KANG,PINGYUAN LIU,BANTAMWEIGHT,NO TITLE,WINNER: KYUNG HO KANG,3,5:00,DECISION - SPLIT,-,-,SOUTH KOREA,-,-,-
CIRYL GANE,TANNER BOSER,HEAVYWEIGHT,NO TITLE,WINNER: CIRYL GANE,3,5:00,DECISION - UNANIMOUS,-,-,FRANCE,CANADA,-,-
SEUNGWOO CHOI,SUMAN MOKHTARIAN,FEATHERWEIGHT,NO TITLE,WINNER: SEUNGWOO CHOI,3,5:00,DECISION - UNANIMOUS,-,-,SOUTH KOREA,-,-,-
DONG HYUN MA,OMAR MORALES,LIGHTWEIGHT,NO TITLE,WINNER: OMAR MORALES,3,5:00,DECISION - UNANIMOUS,-,-,-,VENEZUELA,-,-
ALEXANDRE PANTOJA,MATT SCHNELL,FLYWEIGHT,NO TITLE,WINNER: ALEXANDRE PANTOJA,1,4:17,KO/TKO,PERFORMANCE OF THE NIGHT,-,BRAZIL,UNITED STATES,-,-
RAONI BARCELOS,SAID NURMAGOMEDOV,BANTAMWEIGHT,NO TITLE,WINNER: RAONI BARCELOS,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,RUSSIA,-,-
MIRANDA GRANGER,AMANDA LEMOS,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: AMANDA LEMOS,1,3:43,SUBMISSION,-,-,UNITED STATES,BRAZIL,-,-
ALATENGHEILI,RYAN BENOIT,BANTAMWEIGHT,NO TITLE,WINNER: ALATENGHEILI,3,5:00,DECISION - SPLIT,-,-,CHINA,UNITED STATES,-,-
CONOR MCGREGOR,DONALD CERRONE,WELTERWEIGHT,NO TITLE,WINNER: CONOR MCGREGOR,1,0:40,KO/TKO,PERFORMANCE OF THE NIGHT,-,IRELAND,UNITED STATES,-330,+250
HOLLY HOLM,RAQUEL PENNINGTON,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: HOLLY HOLM,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-135,+115
ALEKSEI OLEINIK,MAURICE GREENE,HEAVYWEIGHT,NO TITLE,WINNER: ALEKSEI OLEINIK,2,4:38,SUBMISSION,PERFORMANCE OF THE NIGHT,-,RUSSIA,UNITED STATES,+110,-140
BRIAN KELLEHER,ODE' OSBOURNE,BANTAMWEIGHT,NO TITLE,WINNER: BRIAN KELLEHER,1,2:49,SUBMISSION,PERFORMANCE OF THE NIGHT,-,UNITED STATES,JAMAICA,-,-
ANTHONY PETTIS,DIEGO FERREIRA,LIGHTWEIGHT,NO TITLE,WINNER: DIEGO FERREIRA,2,1:46,SUBMISSION,-,PERFORMANCE OF THE NIGHT,UNITED STATES,BRAZIL,+210,-270
ROXANNE MODAFFERI,MAYCEE BARBER,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: ROXANNE MODAFFERI,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-,-
ANDRE FILI,SODIQ YUSUFF,FEATHERWEIGHT,NO TITLE,WINNER: SODIQ YUSUFF,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,NIGERIA,-,-
TIM ELLIOTT,ASKAR ASKAROV,FLYWEIGHT,NO TITLE,WINNER: ASKAR ASKAROV,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,RUSSIA,-,-
DREW DOBER,NASRAT HAQPARAST,LIGHTWEIGHT,NO TITLE,WINNER: DREW DOBER,1,1:10,KO/TKO,PERFORMANCE OF THE NIGHT,-,UNITED STATES,MOROCCO,-,-
ALEKSA CAMUR,JUSTIN LEDET,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: ALEKSA CAMUR,3,5:00,DECISION - UNANIMOUS,-,-,SERBIA,UNITED STATES,-,-
SABINA MAZO,JJ ALDRICH,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: SABINA MAZO,3,5:00,DECISION - SPLIT,-,-,COLOMBIA,UNITED STATES,-,-
CURTIS BLAYDES,JUNIOR DOS SANTOS,HEAVYWEIGHT,NO TITLE,WINNER: CURTIS BLAYDES,2,1:06,KO/TKO,-,-,UNITED STATES,BRAZIL,-,-
RAFAEL DOS ANJOS,MICHAEL CHIESA,WELTERWEIGHT,NO TITLE,WINNER: MICHAEL CHIESA,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,UNITED STATES,-,-
JORDAN ESPINOSA,ALEX PEREZ,FLYWEIGHT,NO TITLE,WINNER: ALEX PEREZ,1,2:33,SUBMISSION,-,PERFORMANCE OF THE NIGHT,-,UNITED STATES,-,-
HANNAH CIFERS,ANGELA HILL,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: ANGELA HILL,2,4:26,KO/TKO,-,-,-,UNITED STATES,-,-
JAMAHAL HILL,DARKO STOSIC,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: JAMAHAL HILL,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-,-
BEVON LEWIS,DEQUAN TOWNSEND,MIDDLEWEIGHT,NO TITLE,WINNER: BEVON LEWIS,3,5:00,DECISION - UNANIMOUS,-,-,-,UNITED STATES,-,-
ARNOLD ALLEN,NIK LENTZ,FEATHERWEIGHT,NO TITLE,WINNER: ARNOLD ALLEN,3,5:00,DECISION - UNANIMOUS,-,-,ENGLAND,UNITED STATES,-,-
JUSTINE KISH,LUCIE PUDILOVA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: JUSTINE KISH,3,5:00,DECISION - UNANIMOUS,-,-,-,CZECHIA,-,-
MONTEL JACKSON,FELIPE COLARES,BANTAMWEIGHT,NO TITLE,WINNER: MONTEL JACKSON,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,BRAZIL,-,-
SARA MCMANN,LINA LANSBERG,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: SARA MCMANN,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,SWEDEN,-,-
BRETT JOHNS,TONY GRAVELY,BANTAMWEIGHT,NO TITLE,WINNER: BRETT JOHNS,3,2:53,SUBMISSION,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,-,UNITED STATES,-,-
HERBERT BURNS,NATE LANDWEHR,FEATHERWEIGHT,NO TITLE,WINNER: HERBERT BURNS,1,2:43,KO/TKO,PERFORMANCE OF THE NIGHT,-,BRAZIL,UNITED STATES,-,-
JON JONES,DOMINICK REYES,LIGHT HEAVYWEIGHT,TITLE,WINNER: JON JONES,5,5:00,DEC,-,-,UNITED STATES,UNITED STATES,-500,+350
VALENTINA SHEVCHENKO,KATLYN CHOOKAGIAN,WOMEN'S FLYWEIGHT,TITLE,WINNER: VALENTINA SHEVCHENKO,3,1:03,KO/TKO,-,-,KYRGYZSTAN,UNITED STATES,-1400,+800
JUAN ADAMS,JUSTIN TAFA,HEAVYWEIGHT,NO TITLE,WINNER: JUSTIN TAFA,1,1:59,KO/TKO,-,-,UNITED STATES,NEW ZEALAND,-240,+190
MIRSAD BEKTIC,DAN IGE,FEATHERWEIGHT,NO TITLE,WINNER: DAN IGE,3,5:00,DEC,-,-,-,UNITED STATES,-130,+100
DERRICK LEWIS,ILIR LATIFI,HEAVYWEIGHT,NO TITLE,WINNER: DERRICK LEWIS,3,5:00,DEC,-,-,UNITED STATES,ALBANIA,-220,+180
TREVIN GILES,JAMES KRAUSE,MIDDLEWEIGHT,NO TITLE,WINNER: TREVIN GILES,3,5:00,DEC,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,UNITED STATES,-,-,-
LAUREN MURPHY,ANDREA LEE,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: LAUREN MURPHY,3,5:00,DEC,-,-,UNITED STATES,UNITED STATES,+220,-300
ALEX MORONO,KHAOS WILLIAMS,WELTERWEIGHT,NO TITLE,WINNER: KHAOS WILLIAMS,1,0:27,KO/TKO,-,PERFORMANCE OF THE NIGHT,UNITED STATES,UNITED STATES,-340,+260
MILES JOHNS,MARIO BAUTISTA,BANTAMWEIGHT,NO TITLE,WINNER: MARIO BAUTISTA,2,1:41,KO/TKO,-,PERFORMANCE OF THE NIGHT,UNITED STATES,UNITED STATES,-135,+105
DOMINGO PILARTE,JOURNEY NEWSON,BANTAMWEIGHT,NO TITLE,WINNER: JOURNEY NEWSON,1,0:38,KO/TKO,-,-,UNITED STATES,-,-130,+100
ANDRE EWELL,JONATHAN MARTINEZ,BANTAMWEIGHT,NO TITLE,WINNER: ANDRE EWELL,3,5:00,DEC,-,-,UNITED STATES,UNITED STATES,-140,+110
AUSTIN LINGO,YOUSSEF ZALAL,FEATHERWEIGHT,NO TITLE,WINNER: YOUSSEF ZALAL,3,5:00,DEC,-,-,UNITED STATES,MOROCCO,-210,+175
COREY ANDERSON,JAN BŁACHOWICZ,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: JAN BŁACHOWICZ,1,3:08,KO/TKO,-,-,UNITED STATES,POLAND,-220,+180
DIEGO SANCHEZ,MICHEL PEREIRA,WELTERWEIGHT,NO TITLE,WINNER: DIEGO SANCHEZ,3,3:09,DQ,-,-,UNITED STATES,BRAZIL,+135,-165
MONTANA DE LA ROSA,MARA ROMERO BORELLA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: MONTANA DE LA ROSA,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,ITALY,-175,+145
BROK WEAVER,KAZULA VARGAS,LIGHTWEIGHT,NO TITLE,WINNER: BROK WEAVER,1,4:02,DQ,-,-,UNITED STATES,MEXICO,-285,+215
ROGERIO BONTORIN,RAY BORG,FLYWEIGHT,NO TITLE,WINNER: RAY BORG,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,UNITED STATES,-150,+120
LANDO VANNATA,YANCY MEDEIROS,LIGHTWEIGHT,NO TITLE,WINNER: LANDO VANNATA,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-120,-110
TIM MEANS,DANIEL RODRIGUEZ,WELTERWEIGHT,NO TITLE,WINNER: DANIEL RODRIGUEZ,2,3:37,SUBMISSION,-,-,UNITED STATES,UNITED STATES,-320,+240
